,Diagnose_Code,Diagnose_name
1659,D829,"Imunodeficience spojená s velkými poruchami, NS "
1660,D830,Běžná variabilní imunodeficience s převahou abnormalit vafunkciBbuněk
1661,D831,Běžná variabilní imunodeficience s převahou imunoregulačních poruchbuněk
1662,D832,Běžná variabilní imunodeficience s autoprotilátkami proti BTbuňkám
1663,D838,Jiné běžné variabilní imunodeficience   
1664,D839,"Běžná variabilní imunodeficience, NS   "
1665,D840,Defekt leukocytárního funkčního antigenu 1 [LFA-1] 
1666,D841,Defekt v systému komplementu   
1667,D848,Jiné specifikovatelné imunodeficience    
1668,D849,"Imunodeficience, NS     "
1669,D860,Sarkoidóza plic     
1670,D861,Sarkoidóza mízních uzlin    
1671,D862,Sarkoidóza plic se sarkoidózou mízních uzlin 
1672,D863,Sarkoidóza kůže     
1673,D868,Sarkoidóza jiných a kombinovaných lokalizací  
1674,D869,"Sarkoidóza, NS     "
1675,D890,Polyklonální hypergamaglobulinémie     
1676,D891,Kryoglobulinémie      
1677,D892,"Hypergamaglobulinémie, NS     "
1678,D898,Jiné poruchy mechanismů imunity nezařaditelné jinam 
1679,D899,"Porucha týkající se mechanismů imunity, NS "
1680,E000,"Vrozený syndrom z jodové karence, neurologický typ"
1681,E001,"Vrozený syndrom z jodové karence, myxedémový typ"
1682,E002,"Vrozený syndrom z jodové karence, smíšený typ"
1683,E009,"Vrozený syndrom z jodové karence, NS "
1684,E010,Difúzní (endemická) struma z jodové karence 
1685,E011,Mnohauzlová (endemická) struma z jodové karence 
1686,E012,"Struma (endemická) z jodové karence, NS "
1687,E018,Jiné poruchy štítné žlázy a příbuzné stavysjodovoukarencí
1688,E02, Subklinická hypotyreóza z jodové karence 
1689,E030,Vrozená hypotyreóza s difúzní strumou  
1690,E031,Vrozená hypotyreóza bez strumy   
1691,E032,Hypotyreóza způsobená léky a jinými zevními látkami
1692,E033,Poinfekční hypotyreóza     
1693,E034,Získaná atrofie štítné žlázy   
1694,E035,Myxedémové koma     
1695,E038,Jiná určená hypotyreóza    
1696,E039,"Hypotyreóza, NS     "
1697,E040,Difúzní netoxická struma    
1698,E041,Struma netoxická jednouzlová    
1699,E042,Struma netoxická mnohauzlová    
1700,E048,Jiná určená netoxická struma   
1701,E049,"Netoxická struma, NS    "
1702,E050,Tyreotoxikóza s difúzní strumou   
1703,E051,Tyreotoxikóza s toxickým tyreoidálním uzlíkem  
1704,E052,Tyreotoxikóza s toxickou mnohauzlovou strumou  
1705,E053,Tyreotoxikóza z ektopické tyreoidní tkáně  
1706,E054,Tyreotoxikóza uměle vyvolaná    
1707,E055,Tyreoidní krize nebo bouře   
1708,E058,Jiná tyreotoxikóza se strumou nebo bez ní
1709,E059,Tyreotoxikóza NS     
1710,E060,Akutní thyreoiditis     
1711,E061,Subakutní thyreoiditis     
1712,E062,Chronická thyreoiditis s přechodnou tyreotoxikózou  
1713,E063,Autoimunní thyreoiditis     
1714,E064,Thyreoiditis způsobená léky    
1715,E065,Jiná chronická thyreoditis    
1716,E069,"Thyreoiditis, NS     "
1717,E070,Hypersekrece kalcitoninu     
1718,E071,Dyshormogenetická struma     
1719,E078,Jiné určené poruchy štítné žlázy  
1720,E079,"Poruchy štítné žlázy, NS   "
1721,E100,S komatem     
1722,E101,S ketoacidózou     
1723,E102,S ledvinovými komplikacemi    
1724,E103,S očními komplikacemi    
1725,E104,S neurologickými komplikacemi    
1726,E105,S periferními oběhovými komplikacemi   
1727,E106,S jinými určenými komplikacemi   
1728,E107,S mnohočetnými komplikacemi    
1729,E108,S neurčenými komplikacemi    
1730,E109,Bez komplikací     
1731,E110,S komatem     
1732,E111,S ketoacidózou     
1733,E112,S ledvinovými komplikacemi    
1734,E113,S očními komplikacemi    
1735,E114,S neurologickými komplikacemi    
1736,E115,S periferními oběhovými komplikacemi   
1737,E116,S jinými určenými komplikacemi   
1738,E117,S mnohočetnými komplikacemi    
1739,E118,S neurčenými komplikacemi    
1740,E119,Bez komplikací     
1741,E120,S komatem     
1742,E121,S ketoacidózou     
1743,E122,S ledvinovými komplikacemi    
1744,E123,S očními komplikacemi    
1745,E124,S neurologickými komplikacemi    
1746,E125,S periferními oběhovými komplikacemi   
1747,E126,S jinými určenými komplikacemi   
1748,E127,S mnohočetnými komplikacemi    
1749,E128,S neurčenými komplikacemi    
1750,E129,Bez komplikací     
1751,E130,S komatem     
1752,E131,S ketoacidózou     
1753,E132,S ledvinovými komplikacemi    
1754,E133,S očními komplikacemi    
1755,E134,S neurologickými komplikacemi    
1756,E135,S periferními oběhovými komplikacemi   
1757,E136,S jinými určenými komplikacemi   
1758,E137,S mnohočetnými komplikacemi    
1759,E138,S neurčenými komplikacemi    
1760,E139,Bez komplikací     
1761,E140,S komatem     
1762,E141,S ketoacidózou     
1763,E142,S ledvinovými komplikacemi    
1764,E143,S očními komplikacemi    
1765,E144,S neurologickými komplikacemi    
1766,E145,S periferními oběhovými komplikacemi   
1767,E146,S jinými určenými komplikacemi   
1768,E147,S mnohočetnými komplikacemi    
1769,E148,S neurčenými komplikacemi    
1770,E149,Bez komplikací     
1771,E15, Nediabetické hypoglykemické koma   
1772,E160,"Hypoglykémie bez komatu, způsobená léky  "
1773,E161,Jiná hypoglykémie     
1774,E162,"Hypoglykémie, NS     "
1775,E163,Zvýšená sekrece glukagonu    
1776,E168,Jiné určené poruchy vnitřní sekrece slinivky břišní
1777,E169,Poruchy vnitřní sekrece slinivky břišní NS 
1778,E200,Idiopatická hypoparatyreóza     
1779,E201,Pseudohypoparatyreóza      
1780,E208,Jiná hypoparatyreóza     
1781,E209,"Hypoparatyreóza, NS     "
1782,E210,Primární hyperparatyreóza     
1783,E211,Sekundární hyperparatyreóza nezařaditelná jinam   
1784,E212,Jiná hyperparatyreóza     
1785,E213,"Hyperparatyreóza, NS     "
1786,E214,Jiné určené poruchy příštítné žlázy (příštítných tělísek)
1787,E215,"Porucha příštítných tělísek - paratyreoidey, NS "
1788,E220,Akromegalie a pituitární gigantismus   
1789,E221,Hyperprolaktinémie      
1790,E222,Syndrom nepřiměřené sekrece antidiuretického hormonu  
1791,E228,Jiná hyperfunkce hypofýzy    
1792,E229,"Hyperfunkce hypofýzy, NS    "
1793,E230,Hypopituitarismus      
1794,E231,Hypopituitarismus vyvolaný léky    
1795,E232,Diabetes insipidus     
1796,E233,Hypothalamická dysfunkce nezařaditelná jinam   
1797,E236,Jiné poruchy podvěsku mozkového   
1798,E237,Poruchy podvěsku mozkového NS   
1799,E240,Cushingův syndrom závislý na hypofýze  
1800,E241,Nelsonův syndrom     
1801,E242,Cushingův syndrom způsobený léčivy   
1802,E243,Ektopický syndrom ACTH    
1803,E244,Pseudo-Cushingův syndrom navozený alkoholem   
1804,E248,Jiný Cushingův syndrom    
1805,E249,Cushingův syndrom NS    
1806,E250,Vrozené adrenogenitální poruchy spojené s nedostatkem enzymů
1807,E258,Jiné adrenogenitální poruchy    
1808,E259,"Adrenogenitální porucha, NS    "
1809,E260,Primární hyperaldosteronismus     
1810,E261,Sekundární hyperaldosteronismus     
1811,E268,Jiný hyperaldosteronismus     
1812,E269,"Hyperaldosteronismus, NS     "
1813,E270,Jiná zvýšená aktivita kůry nadledvin  
1814,E271,Primární insuficience kůry nadledvin   
1815,E272,Addisonská krize     
1816,E273,Insuficience kůry nadledvin způsobená léčivy  
1817,E274,Jiná a neurčená adrenokortikální insuficience  
1818,E275,Hyperfunkce dřeně nadledvin    
1819,E278,Jiné určené poruchy nadledviny   
1820,E279,"Porucha nadledviny, NS    "
1821,E280,Přebytek estrogenu     
1822,E281,Jiná ovariální hyperfunkce    
1823,E282,Syndrom polycystických vaječníků    
1824,E283,Primární selhání vaječníků    
1825,E288,Jiná ovariální dysfunkce    
1826,E289,"Ovariální dysfunkce, NS    "
1827,E290,Testikulární hyperfunkce     
1828,E291,Testikulární hypofunkce     
1829,E298,Jiná testikulární dysfunkce    
1830,E299,"Testikulární dysfunkce, NS    "
1831,E300,Opožděná puberta     
1832,E301,Předčasná puberta     
1833,E308,Jiné poruchy puberty    
1834,E309,"Poruchy puberty, NS    "
1835,E310,Autoimunní polyglandulární selhání    
1836,E311,Polyglandulární hyperfunkce     
1837,E318,Jiná polyglandulární dysfunkce    
1838,E319,"Polyglandulární dysfunkce, NS    "
1839,E320,Přetrvávající hyperplazie thymu - hyperplasia thymi persistens
1840,E321,Absces thymu     
1841,E328,Jiné nemoci thymu    
1842,E329,"Nemoc thymu, NS    "
1843,E340,Karcinoidní syndrom     
1844,E341,Jiná hypersekrece střevních hormonů   
1845,E342,"Ektopická sekrece hormonů, nezařaditelná jinam  "
1846,E343,Trpaslictví nezařaditelné jinam    
1847,E344,Konstitucionální vysoká postava    
1848,E345,Syndrom resistence na androgeny   
1849,E348,Jiné určené endokrinní poruchy   
1850,E349,"Endokrinní porucha, NS    "
1851,E350,Poruchy štítné žlázy při nemocech zařazených jinde
1852,E351,Poruchy nadledvin při nemocech zařazených jinde 
1853,E358,Poruchy jiných žláz s vnitřní sekrecí přizařazenýchjinde
1854,E40, Kvashiorkor     
1855,E41, Nutriční marasmus    
1856,E42, Marasmický kvashiorkor    
1857,E43, Nespecifikovaná těžká protein-energetická podvýživa  
1858,E440,Mírná (střední) protein - energetická podvýživa 
1859,E441,Lehká protein - energetická podvýživa  
1860,E45, Opožděný vývoj následující po protein-energetické podvýživě
1861,E46, Neurčená podvýživa    
1862,E500,Karence vitaminu A s xerózou spojivky 
1863,E501,Karence vitaminu A s Bitotovou skvrnou aspojivky
1864,E502,Karence vitaminu A s xerózou rohovky 
1865,E503,Karence vitaminu A s ulcerací rohovky a
1866,E504,Karence vitaminu A s keratomalacií  
1867,E505,Karence vitaminu A se šeroslepostí  
1868,E506,Karence vitaminu A s xeroftalmickými jizvami rohovky
1869,E507,Jiné oční projevy karence vitaminu A 
1870,E508,Jiné projevy karence vitaminu A  
1871,E509,"Karence vitaminu A, NS   "
1872,E511,Beri - beri    
1873,E512,Wernickeova encefalopatie     
1874,E518,Jiné projevy karence thiaminu   
1875,E519,"Karence thiaminu, NS    "
1876,E52, Karence niacinu (pellagra)   
1877,E530,Karence riboflavinu     
1878,E531,Karence pyridoxinu     
1879,E538,Karence jiných určených vitaminů skupiny B 
1880,E539,"Karence B vitaminu, NS   "
1881,E54, Karence kyseliny askorbové   
1882,E550,"Křivice, aktivní     "
1883,E559,"Karence vitaminu D, NS   "
1884,E560,Karence vitaminu E    
1885,E561,Karence vitaminu K    
1886,E568,Karence jiných vitaminů    
1887,E569,"Karence vitaminu, NS    "
1888,E58, Nutriční karence kalcia   
1889,E59, Nutriční karence selénu   
1890,E60, Nutriční karence zinku   
1891,E610,Karence mědi     
1892,E611,Karence železa     
1893,E612,Karence magnezia     
1894,E613,Karence manganu     
1895,E614,Karence chromu     
1896,E615,Karence molybdenu     
1897,E616,Karence vanadu     
1898,E617,Karence více prvků potravy   
1899,E618,Karence jiných určených prvků potravy  
1900,E619,"Karence prvků potravy, NS   "
1901,E630,Karence esenciálních mastných kyselin [EFA]  
1902,E631,Nerovnováha složek přijímané potravy   
1903,E638,Jiné určené nutriční karence   
1904,E639,"Nutriční karence, NS    "
1905,E640,Následky protein-energetické podvýživy    
1906,E641,Následky karence vitaminu A   
1907,E642,Následky karence vitaminu C   
1908,E643,Následky křivice     
1909,E648,Následky jiných nutričních karencí   
1910,E649,Následky neurčené nutriční karence   
1911,E65, Lokalizovaná adipozita    
1912,E660,Obezita způsobená nadměrným příjmem kalorií  
1913,E661,Obezita způsobená léky    
1914,E662,Extrémní obezita s alveolární hypoventilací  
1915,E668,Jiná obezita     
1916,E669,"Obezita, NS     "
1917,E670,Hypervitaminóza A     
1918,E671,Hyperkarotenémie      
1919,E672,Syndrom přebytku vitaminu B6   
1920,E673,Hypervitaminóza D     
1921,E678,Jiná určená hyperalimentace    
1922,E68, Následky hyperalimentace    
1923,E700,Klasická fenylketonurie     
1924,E701,Jiné hyperfenylalaninémie     
1925,E702,Poruchy metabolismu tyrosinu    
1926,E703,Albinismus      
1927,E708,Jiné poruchy metabolismu aromatických aminokyselin  
1928,E709,"Poruchy metabolismu aromatických aminokyselin, NS  "
1929,E710,Nemoc javorového sirupu (Leucinóza)   
1930,E711,Jiné poruchy metabolismu aminokyselin s rozvětveným řetězcem
1931,E712,"Porucha metabolismu aminokyselin s rozvětveným řetězcem, NS"
1932,E713,Poruchy metabolismu mastných kyselin   
1933,E720,Poruchy transportu aminokyselin    
1934,E721,Poruchy metabolismu aminokyselin nesoucích síru  
1935,E722,Poruchy metabolismu cyklu močoviny   
1936,E723,Poruchy metabolismu lysinu a hydroxylysinu  
1937,E724,Poruchy metabolismu ornithinu    
1938,E725,Poruchy metabolismu glycinu    
1939,E728,Jiné určené poruchy metabolismu aminokyselin  
1940,E729,"Poruchy metabolismu aminokyselin, NS   "
1941,E730,Vrozený nedostatek laktázy    
1942,E731,Sekundární nedostatek laktázy    
1943,E738,Jiná laktózová intolerance    
1944,E739,"Laktózová intolerance, NS    "
1945,E740,Porucha ukládání glykogenu    
1946,E741,Poruchy metabolismu fruktózy    
1947,E742,Poruchy metabolismu galaktózy    
1948,E743,Jiné poruchy střevní absorbce uhlohydrátů  
1949,E744,Poruchy metabolismu pyrohroznanů a glukoneogenezy  
1950,E748,Jiné určené poruchy metabolismu uhlovodanů  
1951,E749,"Poruchy metabolismu uhlovodanů, NS   "
1952,E750,Gangliosidóza GM2     
1953,E751,Jiná gangliosidóza     
1954,E752,Jiná sfingolipidóza     
1955,E753,"Sfingolipidóza, NS     "
1956,E754,Neuronální ceroidní lipofuscinóza (NCL)   
1957,E755,Jiné poruchy ukládání lipidů   
1958,E756,"Porucha ukládání lipidů, NS   "
1959,E760,"Mukopolysacharidóza, typu I    "
1960,E761,"Mukopolysacharidóza, typ II    "
1961,E762,Jiné mukopolysacharidózy     
1962,E763,Mukopolysacharidóza NS     
1963,E768,Jiné poruchy metabolismu glykosaminoglykanu   
1964,E769,"Porucha metabolismu glykosaminoglykanu, NS   "
1965,E770,Poruchy v potranslační modifikaci lysozomálních enzymů 
1966,E771,Vady v odbourávání glykoproteinů   
1967,E778,Jiné poruchy metabolismu glykoproteinů   
1968,E779,"Poruchy metabolismu glykoproteinů, NS   "
1969,E780,Čistá hypercholesterolémie     
1970,E781,Čistá hyperglyceridémie     
1971,E782,Smíšená hyperlipidémie     
1972,E783,Hyperchylomikronémie      
1973,E784,Jiná hyperlipidémie     
1974,E785,"Hyperlipidémie, NS     "
1975,E786,Nedostatek lipoproteinu     
1976,E788,Jiné poruchy metabolismu lipoproteinů   
1977,E789,"Porucha metabolismu lipoproteinů, NS   "
1978,E790,Hyperurikémie bez známek zánětlivé artritidy a tofů
1979,E791,Leschův-Nyhanův syndrom     
1980,E798,Jiné poruchy metabolismu purinu a pyrimidinu 
1981,E799,"Porucha metabolismu purinu a pyrimidinu, NS "
1982,E800,Dědičná erytropoetická porfyrie    
1983,E801,Porfyria cutanea tarda    
1984,E802,Jiná porfyrie     
1985,E803,Vady katalázy a peroxydázy   
1986,E804,Gilbertův syndrom     
1987,E805,Griglerův-Najjarův syndrom     
1988,E806,Jiné poruchy metabolismu bilirubinu   
1989,E807,"Poruchy metabolismu bilirubinu, NS   "
1990,E830,Poruchy metabolismu mědi    
1991,E831,Poruchy metabolismu železa    
1992,E832,Poruchy metabolismu zinku    
1993,E833,Poruchy metabolismu fosforu    
1994,E834,Poruchy metabolismu magnezia    
1995,E835,Poruchy metabolismu kalcia    
1996,E838,Jiné poruchy metabolismu minerálů   
1997,E839,"Poruchy metabolismu minerálů, NS   "
1998,E840,Cystická fibróza s plicními projevy  
1999,E841,Cystická fibróza se střevními projevy  
2000,E848,Cystická fibróza s jinými projevy  
2001,E849,"Cystická fibróza, NS    "
2002,E850,Rodinně - dědičná amyloidóza bez neuropatie 
