,Diagnose_KEY,Diagnose_name,Diagnose_Code,Diagnose_Flag,Diagnose_Silver_ID
2866,2867,"Iridocyklitis, NS     ",H209,L,W9CGMPSX-JVID-FF3U-LITK-TR70VIVZV8AO
2867,2868,Hyphaema      ,H210,L,KBVOAKL0-44A8-DMRQ-1ZEO-8E5CTIRF3IPL
2868,2869,Jiné cévní nemoci duhovky a řasnatého tělesa,H211,,46EBDOP1-VFOT-2XZG-HZM4-BZ40I7RJDX4R
2869,2870,Degenerace duhovky a řasnatého tělesa  ,H212,L,3ETW529N-L1JG-BFV4-TMAL-5IF6289XF7GM
2870,2871,"Cysta duhovky, řasnatého tělesa a přední komory",H213,,QDR2Q4UQ-0KW7-X1J1-BG78-438131IDZYN5
2871,2872,Pupilární - zornicové - membrány  ,H214,LU,LU98SIQ1-47FM-TXN3-DEGA-GRSEOCEER973
2872,2873,Srůsty a trhliny duhovky a řasnatého tělesa,H215,,B61T5RY4-J7HW-E2SN-7NHQ-7HLZSO789Y9L
2873,2874,Jiné určené nemoci duhovky a řasnatého tělesa,H218,,HGK4IFWK-77TM-449I-BLE4-DXI4U8ZAFY67
2874,2875,"Nemoci duhovky a řasnatého tělesa, NS ",H219,,QZ0P4JQ0-0HAZ-99TC-3SQ0-DSVH41ZWH8F3
2875,2876,Iridocyklitis při infekčních a parazitárních nemocech zařazených,H220,,LI7XCCC2-HLFC-24EJ-UBPW-D6ROMNFX2EFA
2876,2877,Iridocyklitis při jiných nemocech zařazených jinde ,H221,L,M5EHPHMY-YCPF-246R-B405-DO8APWXF951J
2877,2878,Jiné nemoci duhovky a řasnatého tělesa přizařazenýchjinde,H228,,JA69E2SA-ZXOU-5GC7-V99A-1WWCF4JITEDV
2878,2879,Senilní počínající katarakta    ,H250,L,HUYZ0USR-KTXK-ZMSB-VNLQ-D6TTFUXX119N
2879,2880,Senilní katarakta nukleární    ,H251,L,KDTPLFI6-F548-75YX-J7WX-N2XRM19QG7OU
2880,2881,Senilní přezrálá katarakta    ,H252,,TGO3L0WQ-6LIM-0YHP-8D3K-DU1V0ZTB5AHO
2881,2882,Jiná senilní katarakta    ,H258,L,78I4EOY8-DIUI-LYJ7-R51K-WBBJLGV815IZ
2882,2883,"Senilní katarakta, NS    ",H259,,LXFLRYW2-JNV1-PBK8-9W81-7Y797NZ2URET
2883,2884,"Infantilní, juvenilní a presenilní katarakta  ",H260,LU,XLYRERX0-UFV0-MESE-2EUU-LO55J0DW65J7
2884,2885,Traumatická katarakta     ,H261,L,CHSKL3DH-I34J-W86V-NUHL-RFCNM384Y9PB
2885,2886,Komplikovaná katarakta     ,H262,L,SZAOP81B-2YXZ-8F1E-RTKD-70HSJXYRG8NC
2886,2887,Katarakta způsobená léčivy    ,H263,L,AAOD9PG5-SLT3-XT3D-OKFT-UVVCVJ4SHT4O
2887,2888,Následná katarakta     ,H264,LU,ME7A1NN1-1M6X-O84D-IYT7-RDU4JF6U3QRG
2888,2889,Jiná určená katarakta    ,H268,L,1RR46TD9-UMEM-78SX-FEBH-8HOPNTOUXBD8
2889,2890,"Katarakta, NS     ",H269,LU,O34G6S7O-EAHQ-J2W7-LFV7-FGU3JZG24Q72
2890,2891,Afakie      ,H270,L,4Z8CSZAW-VD5Q-UYN4-788M-X1YICP8IXLMU
2891,2892,Dislokace čočky     ,H271,,NQDSVUG1-CO0M-3H7V-FSMI-O0G0TNQ63FRP
2892,2893,Jiná určená onemocnění čočky   ,H278,,J8PBMW5P-RVT5-GLIK-GNPO-B1516PKDN0MQ
2893,2894,"Onemocnění čočky, NS    ",H279,L,8JZCZMFZ-LORX-2I17-VUI3-AHJE4EDKZUGU
2894,2895,Diabetická katarakta (E10-E14+ se společnou charakteristikou .3čtvrtémmístě),H280,L,IP72JZIB-9ZR2-T9GW-6FUJ-A5P40XA7F4DV
2895,2896,"Katarakta při jiných poruchách přeměny látek,výživy anemocech,ZJ",H281,,7IYCR2XH-3WBY-XXWP-YGUL-JX1TX2HN05M8
2896,2897,Katarakta při jiných nemocech zařazených jinde ,H282,LU,YTW06H6W-YQVZ-8P4O-XB1F-I8NO0WE9WWZX
2897,2898,Jiná onemocnění čočky při nemocech zařazených jinde,H288,,BGI1IY82-3B54-3MC2-XHAZ-8UISMTW766KM
2898,2899,Ložiskový chorioretinální zánět    ,H300,,1AR2ROEF-UB0F-OJLS-4UGC-FQ6NJCXGRQ7F
2899,2900,Roztroušený chorioretinální zánět    ,H301,,UDUUKQXT-9Z0V-LWNB-9E02-SO6CO9RGEHWN
2900,2901,Cyclitis posterior     ,H302,L,WJN1U5HY-A5YO-JEF3-65T8-AZ4IUFA8ZISV
2901,2902,Jiné chorioretinální záněty    ,H308,LU,AHJ37OMX-SN38-LPHO-PC3C-NSG6GW73O0O4
2902,2903,"Chorioretinální zánět, NS    ",H309,L,JPJFVQO9-6R1Y-LF2L-9E7K-322WH34V9YG7
2903,2904,Chorioretinální jizvy     ,H310,,EK09F94N-RKJG-JXY6-UI5R-KYN2M6LASIGE
2904,2905,Degenerace cévnatky     ,H311,L,4QEO0WZ0-LX6O-3BBF-UK7F-BM4NH111DU70
2905,2906,Dědičná dystrofie cévnatky    ,H312,,LS1BGXJN-9SA5-VNUT-QXX8-4RSEWCVKF9UM
2906,2907,Krvácení a ruptura cévnatky   ,H313,,IVV2LDG2-HUEA-LA5A-QI0H-EFG9BVLZRZA2
2907,2908,Odchlípení cévnatky     ,H314,L,GDC5DDAP-3SCT-Z5AC-XUFC-X7VDBRW6HY8E
2908,2909,Jiná určená onemocnění cévnatky   ,H318,,JMR6AKYQ-XHMU-60G0-Q7D6-QHWJLUEJ4PFR
2909,2910,"Onemocnění cévnatky, NS    ",H319,,8AF9EDTC-MMIV-ZFVF-Q0RD-KJ4LKTA981LE
2910,2911,Chorioretinální záněty při infekčních a parazitárních nemocechjinde,H320,L,LTG70DCG-F1J4-8E8U-MCVG-N5MW5NXE7JQI
2911,2912,Jiná chorioretinální onemocnění při nemocech zařazených jinde,H328,LU,Q34LJXH6-RP51-RGGN-1BL3-2SA9O3XVGTOQ
2912,2913,Odchlípení sítnice s trhlinou   ,H330,,9MBGYNQ9-8DMT-M3YZ-LUEV-YCZCCLVIXA9Y
2913,2914,Rozštěp a cysty sítnice   ,H331,L,0LM6NVII-AI5K-Z3RW-0TFN-8NNIL3S6GLU8
2914,2915,Serózní odchlípení sítnice    ,H332,L,IMPMVQBA-G2JY-TZG1-RB72-9M2892K5I4UR
2915,2916,Trhliny sítnice bez odchlípení   ,H333,,A4SLMEUR-F707-MLKN-6PT9-QTEMI902X331
2916,2917,Trakční odchlípení sítnice    ,H334,,7KCBTTC0-K659-NF03-F8VR-ZU2CKR9743VB
2917,2918,Jiné odchlípení sítnice    ,H335,L,YSIXJYIR-L1W7-4M03-KC9U-C6718W18QQHS
2918,2919,Přechodný uzávěr sítnicové tepny   ,H340,L,AE91TNCG-2SW7-VLLE-E3NN-LE4L1NYBMBBE
2919,2920,Centrální uzávěr sítnicové tepny   ,H341,L,VFUERJHX-XYTG-X4QV-4GQC-GQ1Z6F413V3L
2920,2921,Jiné uzávěry sítnicové tepny   ,H342,LU,9PQEGE6F-GFGM-ZP2X-6ZHZ-3IIDXG36PKHX
2921,2922,Jiné sítnicové cévní uzávěry   ,H348,,8D0VBNPE-B0C9-GFXN-QHJ1-OST3020I4UBM
2922,2923,"Sítnicový cévní uzávěr, NS   ",H349,,I1Z3D4DJ-OTHU-2LVT-MLA5-F2DDPZV980G7
2923,2924,Retinopatie očního pozadí a sítnicové cévní změny,H350,L,OMASA6DG-5QMS-T32I-TAUN-SLBE50JQ9U19
2924,2925,Retinopatie nedonošených     ,H351,,CMLIIUXN-7C2Y-6OVC-3KUJ-B21SGKESQXDR
2925,2926,Jiná proliferativní retinopatie    ,H352,L,YKHDN703-6130-FEY5-EQZY-DFZ63QD36AFR
2926,2927,Degenerace makuly a zadního pólu  ,H353,LU,1E4S7NSJ-IZ8H-2RHC-FWGW-TIBC2WFRJG87
2927,2928,Periferní degenerace sítnice    ,H354,,56XQN6TG-2NIX-WRBI-0JCG-I8JE3WRIDEOD
2928,2929,Dědičná dystrofie sítnice    ,H355,,2K72JOGU-NLWY-4POT-44AP-R1UTCYIC67WA
2929,2930,Krvácení retinální     ,H356,L,1K9HBLMF-LHFZ-B37S-66YD-BFFG0OT1VRLQ
2930,2931,Oddělení sítnicových vrstev    ,H357,L,6IACXD6R-0QYT-UJ7J-D8KV-IEY1FKL30U0W
2931,2932,Jiná určená onemocnění sítnice   ,H358,,E8L9ZYAV-ANGM-A2J9-DZOT-0SK6BTG06UA4
2932,2933,"Onemocnění sítnice, NS    ",H359,L,XO2ILUSX-4TX8-5CKS-ZYIU-622AA2YT3366
2933,2934,Diabetická retinopatie (E10-E14+ se společnou charakteristikou .3čtvrtémmístě,H360,L,JZGNLUDW-5JVY-M6ZC-K2D7-9MA3QFD4HIFH
2934,2935,Jiné postižení sítnice při nemocech zařazených jinde,H368,L,ZBNEA5OD-TSRU-OP8K-CJFO-CFRVGPVWN4YM
2935,2936,Glaukom suspektní     ,H400,,J9UPMT14-MRY1-BQ1L-OD5F-TCCT0L76G2MX
2936,2937,Primární glaukom otevřeného úhlu   ,H401,L,MHKYZTDQ-RRJF-ZBES-X0ZW-TB1EA5D8UFQD
2937,2938,Primární glaukom uzavřeného úhlu   ,H402,L,2X5D0TP0-BVXX-D1LJ-SZSK-KDI7619I1XQO
2938,2939,Sekundární glaukom po úrazech oka  ,H403,,08D172WY-91VW-NE1T-55U5-OB2SIDGNRAAZ
2939,2940,Sekundární glaukom po zánětu oka  ,H404,L,9D4EYIHB-C2RZ-NC1R-AB9O-N4B55V2COKDJ
2940,2941,Sekundární glaukom po jiném očním onemocnění ,H405,LU,F20L0HVE-KR73-MH4B-CA4K-1Y6WZE09EM5I
2941,2942,Sekundární glaukom po léčivech   ,H406,L,PVEMC5OZ-SK47-2KFU-C82B-AI63CDCRXPWH
2942,2943,Jiný glaukom     ,H408,,7SEBT8W7-R0KQ-7I2P-0KNX-9WRXXB2ERBNQ
2943,2944,"Glaukom, NS     ",H409,,3UZ2M4UP-A38X-683S-0RWI-LTELSFDKOJ5M
2944,2945,"Glaukom při nemocech endokrinních, poruchách výživy alátekzařazenýchjinde",H420,L,25KJJNO1-NYC9-K0I3-0LF9-R52CPCFE5IYM
2945,2946,Glaukom při jiných nemocech zařazených jinde ,H428,LU,20IN3EPD-HWR5-0SF2-2P7Z-0BVRXX5AJPPO
2946,2947,Výhřez sklivce     ,H430,L,X7G3D8VA-JMYD-PZAV-EQQD-L4SK0559H5X0
2947,2948,Krvácení do sklivce    ,H431,,WD2DPC10-8F6N-CZ2F-NC2I-PDHVHE6ECYS5
2948,2949,Krystalické uloženiny ve sklivci   ,H432,L,IW2V0V6X-XZ3M-XG4X-C3RB-HXN8DFJXANWB
2949,2950,Jiné zákaly sklivce    ,H433,,HC6GO75V-1QXM-KSSB-2YER-ZCAXCKQ8EHDJ
2950,2951,Jiné nemoci sklivce    ,H438,LU,A845E4D5-MQT8-40D7-61SZ-H2FKB1ME1IYC
2951,2952,"Nemoc sklivce, NS    ",H439,LU,K8ZXVEQ6-AOQ6-G3P4-5TVS-OBSRG93UDBS3
2952,2953,Hnisavá endoftalmitis - endophtalmitis purulenta  ,H440,,84OUWGPY-WO0W-FIF5-G2YL-WEC558I5QXQW
2953,2954,Jiná endoftalmitis     ,H441,,QHWEE33F-2IVH-ZXUG-WOPN-8GSB6PTYBVGZ
2954,2955,Degenerativní myopie     ,H442,L,UWM378RP-CQ3Z-VETE-G2ZV-6OY1XX0S8PIY
2955,2956,Jiné degenerativní poruchy očního bulbu  ,H443,,2ZZSSIZQ-FP14-83VK-S4MQ-YU2C3MF4AZ6O
2956,2957,Hypotonie oka     ,H444,LU,0UOC7MEY-8MRY-WC4S-CTYT-F8QD0RX3F7ID
2957,2958,Degenerativní stavy očního bulbu   ,H445,L,DSGME320-WTUE-63D0-TX58-7CHP1EABVRIZ
2958,2959,"Staré nitrooční cizí těleso, magnetické  ",H446,,82UJPR6W-2QUI-SJY3-GHXL-9N9VQ8OY5LSZ
2959,2960,"Staré nitrooční cizí těleso, nemagnetické  ",H447,,0EOI8PAF-OQPE-JZH3-2NXQ-X3WNUIGEFG6V
2960,2961,Jiné nemoci bulbu očního   ,H448,,7JRGSKWG-G82P-6BX4-QMV5-F8HKWBYRLOQ4
2961,2962,"Nemoc bulbu očního, NS   ",H449,L,0HHV2NZE-0TV8-05RJ-FSLW-C99CLWJO6Y4Q
2962,2963,Krvácení do sklivce při nemocech zařazených jinde,H450,L,IK7MXDP5-IQ0E-8X2B-AAXP-DBR9URH4ZYYS
2963,2964,Endoftalmitis při nemocech zařazených jinde  ,H451,,8SS6SJW0-63T8-881J-INGC-52AW15H5NYQZ
2964,2965,Jiná onemocnění sklivce a bulbu očního přizařazenýchjinde,H458,L,KRMIWIPA-J642-CQJP-L9I7-NMDE0CUQ6CQV
2965,2966, Zánět zrakového nervu - neuritis nervi,H46,LU,91JKS7GZ-607L-HN1X-KUVL-SH35GCR3YH9Q
2966,2967,Onemocnění zrakového nervu nezařaditelná jinam  ,H470,,990ZZ3BA-3O0K-W1WB-5LWI-IWFJXJUGWING
2967,2968,"Edém papily, NS    ",H471,,2FFIF7FS-FLSU-T33L-7N5S-DXUHBIRE5YNU
2968,2969,Atrofie zrakového nervu    ,H472,L,GCBRMJX1-YPJY-BWJ6-HLDB-LDEXYZPS1B0Q
2969,2970,Jiná onemocnění terče zrakového nervu  ,H473,L,U8HX4FJU-RP24-ELWN-FKL0-0P1HJGRSDRES
2970,2971,Onemocnění optického chiasmatu    ,H474,L,1AZM14D6-EZH2-XQT5-5LHA-EYVAIZFPFBDS
2971,2972,Onemocnění jiných zrakových drah   ,H475,LU,AHXQXJAF-SA97-QP3S-9DOS-592H5KZPJHE8
2972,2973,Onemocnění kortexu zrakové dráhy   ,H476,,XH3OUB7A-4UAN-Z97M-XWUI-LFW8JXLBWXZR
2973,2974,"Onemocnění zrakových drah, NS   ",H477,L,8XGJI9YJ-I4PS-19XD-AOZL-T177DG0WJP2N
2974,2975,Atrofie zrakového nervu při nemocech zařazených jinde,H480,LU,EIP8KGO8-BGCR-WJDG-J919-5A20I4TJZS0W
2975,2976,Retrobulbární neuritis při nemocech zařazených jinde ,H481,,ATYU9L6M-VWIW-RR5K-YDWP-F2V285I5RXZ0
2976,2977,Jiné nemoci zrakového nervu a zrakových drahnemocechzařazenýchjinde,H488,LU,JOP30OEL-5A8Q-YFUH-A189-463KR4GL7WUU
2977,2978,Obrna třetího (3.) mozkového nervu - nervi,H490,,48CW5WP6-DEIY-4TOM-4H74-HZUUA8F78AQ2
2978,2979,Obrna čtvrtého (4.) mozkového nervu - nervi,H491,LU,CW95W6FJ-FJJL-N7O8-68QG-V3V2HBE5OFZ1
2979,2980,Obrna šestého (6.) mozkového nervu - nervi,H492,L,GZPSPCFT-MVXL-OVHW-6AP3-IQGHC7GC9Z9N
2980,2981,Úplná (zevní) oftalmoplegie    ,H493,,4IEHZFW3-4EX4-HE9V-KE03-Y521XDB4ZO6F
2981,2982,Progresivní zevní oftalmoplegie    ,H494,,DGRSYOJ0-FBQH-CL2N-FBJW-O1O4AZFZ605X
2982,2983,Jiný paralytický strabismus    ,H498,,B4XHGLB9-FK55-TLCA-R9RC-OGDSPPF6KTIC
2983,2984,"Paralytický strabismus, NS    ",H499,L,1Z7WT49C-8QCT-IL7P-LMHJ-R98HMHXUHEWG
2984,2985,Konvergentní konkomitantní strabismus    ,H500,,3JPZY2FO-DNEK-NSFV-MEUL-G5HRC0SFA3GD
2985,2986,Divergentní konkomitantní strabismus    ,H501,L,86Z104JP-74QW-DY38-2VQA-2FLX86ZGUP27
2986,2987,Vertikální strabismus     ,H502,L,7RS4831S-TPNO-OFKE-Q47A-X28TPV17ALHS
2987,2988,Intermitentní heterotropie     ,H503,L,AD1LIUXI-X6AW-RQBQ-TF27-PA3PXLN82N19
2988,2989,Jiná a neurčená heterotropie   ,H504,LU,IAG4TWYH-8XTR-7K4V-JX6G-36K0HU6IWQYW
2989,2990,Heteroforie      ,H505,,M6DKF8ZP-SGBM-V79B-0AIM-SQMNFGAZBMPR
2990,2991,Mechanický strabismus     ,H506,,UJ79MZG8-AP69-OCZW-8WYJ-2L5VHBN0UIEN
2991,2992,Jiný určený strabismus    ,H508,L,YGZCHH4C-EWTE-FH7L-KKYO-TP51TL5H9MOA
2992,2993,"Strabismus, NS     ",H509,L,3XXYDG2X-OXOS-P5Z2-HO6F-TD69PQX8G4SW
2993,2994,Obrna konjugovaného pohledu    ,H510,,CHEACFBJ-HDWL-KYS4-T1X9-JNPKZMF1D7ME
2994,2995,Konvergence nedostatečná a nadměrná   ,H511,L,U8KQIFOH-AHFY-UK8Y-RQ13-0TMLJI36M5VC
2995,2996,Internukleární oftalmoplegie     ,H512,,OYT4BAWH-0QP0-CP7D-CZGH-TF1H3WCAXGZ7
2996,2997,Jiné určené poruchy binokulárního pohybu  ,H518,,7WCAPMFO-XGJH-JJXO-HKR5-QDVLLC5516LN
2997,2998,"Porucha binokulárního pohybu, NS   ",H519,,4CJFO35J-WWGL-S1KB-YE1R-WYSI5UN97MKX
2998,2999,Hypermetropie - dalekozrakost    ,H520,,NQLTGKLM-HNC8-64JQ-U430-WX8NQJYQ1SF3
2999,3000,Myopie - krátkozrakost    ,H521,L,L19Q744C-O6FC-MPDN-B1OI-0M5OJUO9YQBM
3000,3001,Astigmatismus      ,H522,L,4U7J798D-0PDE-SOZ9-EYJA-KB6U60VGQA6M
3001,3002,Anisometropie a aniseikonie    ,H523,L,BM34TG33-L1IZ-LA38-GVQ2-YQ35KISVZ0JF
3002,3003,Presbyopie      ,H524,L,MCVUTB10-QEHY-F6J6-ABFH-AH03CCNXMMLG
3003,3004,Poruchy akomodace     ,H525,L,S23MWJ7G-I04D-4MZT-EPEJ-0ICDHWJJFZMR
3004,3005,Jiné poruchy refrakce    ,H526,,2B0KMPNS-I2U9-2VQF-UK1E-EHHV1TNJBU9R
3005,3006,"Porucha refrakce, NS    ",H527,,Y8AVSDLZ-9HEH-GJCV-BZTK-0YSL5PZ873XW
3006,3007,Amblyopie z anopsie    ,H530,LU,WETEL49P-AUBD-L6Y4-WBB3-WLV3V11AXP9P
3007,3008,Subjektivní poruchy vidění    ,H531,L,VEKD7D1F-M2SI-PWXK-Q2QQ-QONSSKCSREHR
3008,3009,Diplopie      ,H532,,QC0OZ9XK-BKEC-BKH0-WW4F-X97VQVR1H0WN
3009,3010,Jiné poruchy binokulárního vidění   ,H533,,4IUW89K0-3712-MD6B-U87J-2BTVTETKDQWU
3010,3011,Poruchy zorného pole    ,H534,,QVDD7JMU-BTKS-EZUS-H5L9-8KSI18KM0UZW
3011,3012,Nedostatečné barevné vidění    ,H535,,XFMVAX5A-KJW3-SQ1A-R1KC-O1VAFNE6THOV
3012,3013,Noční slepota     ,H536,L,VYHMYNHG-6824-0E0K-PW6Z-MIHXJMOS44WO
3013,3014,Jiné poruchy vidění    ,H538,L,ABBG9Y36-1W3S-KZ8U-AQ66-G2STBRX1TUSZ
3014,3015,"Porucha vidění, NS    ",H539,,RCFIJQN3-ATK1-01I9-PFYO-SO9BU9J4VC6P
3015,3016,Slepota obou očí    ,H540,L,NJCEH56A-ONKP-5HF5-TD1W-JGBVN4DESMIX
3016,3017,Slepota jednoho oka a slabozrakost druhého oka,H541,L,GQD106N9-PPOI-9324-YIBS-8FGBUCW9EHGS
3017,3018,Slabozrakost obou očí    ,H542,,NZ1JY9OW-7LR7-NKTH-8LRI-V675VJLMZ5L5
3018,3019,Nekvalifikovaná ztráta zraku obou očí  ,H543,,OU79MRUB-DWJ8-6L3H-73IO-72W6GT78Y77W
3019,3020,Slepota jednoho oka    ,H544,L,T1MUUAYI-7T90-656I-C8NR-4EAUX38EQBQA
3020,3021,Slabozrakost jednoho oka    ,H545,,7FREHEB6-OV6B-9PN9-3KP3-G591XSR4DZGI
3021,3022,Nekvalifikovaná ztráta zraku jednoho oka  ,H546,L,W64KYJG2-I86S-HHQC-32AF-B2LZXVZZSK09
3022,3023,Neurčená ztráta zraku    ,H547,,TWN2WY7T-91IM-ZV71-26JB-B9RHWKD09N53
3023,3024, Nystagmus a jiné nepravidelné pohyby oka,H55,,IPR00G7F-B6KZ-WS1N-9QRG-CZJ4B378KWMT
3024,3025,Funkční vady zornice    ,H570,L,26N5PRGG-9RA1-AR6U-R2V7-FL2K8P7H9I9Z
3025,3026,Oční bolest     ,H571,L,M78ORFVB-3HIS-0Q51-XUKG-IZFA3IKUNQSP
3026,3027,Jiné určené nemoci oka a očních adnex,H578,,F6HXUY69-R1KN-IRYX-OATR-2A46X7W4CNAK
3027,3028,"Nemoci oka a očních adnex, NS ",H579,,POJBVII3-CR41-YDS7-9SH6-4EKLO60HQ9HV
3028,3029,Funkční vady zornice při nemocech zařazených jinde,H580,,2LETECE3-PVOO-NRTG-7ZGB-ME1QW1NFOOHT
3029,3030,Poruchy zraku při nemocech zařazených jinde ,H581,L,54S95K0C-3VTX-NQ9M-TGF4-KGC231FFJGKG
3030,3031,Jiné určené nemoci oka a očních adnexnemocechzařazenýchjinde,H588,L,8LOX7AIJ-3L9O-6CRK-KG1Y-BXVFTEIEX7Y3
3031,3032,Syndrom sklivce následující po operaci katarakty ,H590,,FS6VUDPF-P67V-752R-JSRF-UYJM4EPON7NX
3032,3033,Jiné poruchy očí a očních adnex po,H598,,UCZF0IJS-7T48-P3CM-2WG4-54J8NCMUVOPJ
3033,3034,"Poruchy oka a očních adnex po výkonu,",H599,,MG3JLJUE-RB1Z-HOTR-VGE1-B6X8IPT5M3H4
3034,3035,Absces zevního ucha    ,H600,L,Q7WYLW2X-MGD4-XMUQ-6567-JSBOY90GK1OO
3035,3036,Cellulitis zevního ucha    ,H601,L,OFOO4RDE-MUIY-UJ38-V3Q2-PLICICRTC0A1
3036,3037,Maligní otitis externa    ,H602,L,9N53WIK5-LGMS-YCJH-42AK-7EY3DN5VY535
3037,3038,Jiná infekční otitis externa   ,H603,LU,06DTKT0L-XYRQ-TAZ0-VFPI-QQY02X452A66
3038,3039,Cholesteatom zevního ucha    ,H604,,XNOR40HG-GIYH-8J4A-SC03-TONTBWDRRIA4
3039,3040,Akutní neinfekční otitis externa   ,H605,L,FAHZCO8M-YH7E-AVR8-ILAL-95CR8AM6XXC0
3040,3041,Jiná otitis externa    ,H608,L,00Q3HNIX-H65C-1J6B-LXPA-1EFB22CDJHVK
3041,3042,"Otitis externa, NS    ",H609,L,7HJUEOQ4-7TOS-52S5-DUKP-3AW2HAXJP5W7
3042,3043,Perichondritis zevního ucha    ,H610,,P7RHHDLE-WAWI-6ZHH-9C6J-FHEOSO5G0KWS
3043,3044,Neinfekční poruchy boltce    ,H611,,BLL1BTF1-V4YE-TSRB-7IBE-6U9QXTNF43N6
3044,3045,Ztvrdlé cerumen     ,H612,,RLFSJ9IM-8DCG-YVYF-4EYF-D6H6LEZ57DRL
3045,3046,Získané zúžení zevního zvukovodu   ,H613,,YTMD066G-RCIZ-V1EK-58YQ-AM7FRJHSGQFR
3046,3047,Jiné určené nemoci zevního ucha  ,H618,,7YB1WDI9-8B3K-IKW7-RNDP-1LU49F7DIZUG
3047,3048,"Nemoc zevního ucha, NS   ",H619,L,UR6G8EKQ-XZNZ-URI3-VVL4-51CXD0KBEZUL
3048,3049,Otitis externa při bakteriálních nemocech zařazených jinde,H620,,U36JQVMW-3K94-WMTV-QVFI-Z1OB0NFBY3AV
3049,3050,Otitis externa při virových nemocech zařazených jinde,H621,,Y7UAZ4D8-0G3P-YE8K-NFRH-JTEPSUHMLOFM
3050,3051,Otitis externa při mykózách zařazených jinde ,H622,,NGXZ4UIH-1ZES-0IHU-SFN8-LL6CQB19GAOA
3051,3052,Otitis externa při jiných infekčních a parazitárníchzařazenýchjinde,H623,,1ELT96NQ-4LBO-JPEW-4Q90-PY8K61HD1CUB
3052,3053,Otitis externa při jiných nemocech zařazených jinde,H624,L,ZTD2OWE2-QKCU-WZLR-3UPD-BDVZUJMYABFU
3053,3054,Jiné onemocnění zevního ucha při nemocech zařazených,H628,,TYTCZ2VT-FTJO-3QVZ-0WSF-PCYYP28DJT3X
3054,3055,Akutní serózní zánět středního ucha  ,H650,LU,XYMBYV8R-UIV6-NBE5-DGTE-URHDMJKWCDR7
3055,3056,Jiný akutní nehnisavý zánět středního ucha ,H651,L,DD6BODCD-EPSA-4NYB-2VBJ-AJUTBI7I8KET
3056,3057,Chronický serózní zánět středního ucha  ,H652,L,GK9C3D6U-G0MT-4A2V-MBHW-0ELWWG1CLLB2
3057,3058,Chronický hlenovitý zánět středního ucha  ,H653,,DYXGNL86-TWEM-R4SE-283E-CS7NMQN6H10E
3058,3059,Jiný chronický nehnisavý zánět středního ucha ,H654,L,EOAGQL6G-IPW2-U6JQ-E4XM-YNNLIXLILA5H
3059,3060,"Nehnisavý zánět středního ucha, NS  ",H659,L,322ORWWV-S8M6-2EGY-1HEV-F3M6Q61ZX6K8
3060,3061,Akutní hnisavý zánět středního ucha  ,H660,L,5E0ADZDL-NSFT-8LPG-8GTO-3MX473VE81VW
3061,3062,Chronický hnisavý tubotympanický zánět středního ucha ,H661,L,UOJ03UZY-S4AS-JVGS-2MKS-DRJS6ENUIOMG
3062,3063,Chronický hnisavý atikoantrální zánět středního ucha ,H662,L,0I17PHPO-XKWA-JM6L-GX3A-M1OT1S5A08VD
3063,3064,Jiný chronický hnisavý zánět středního ucha ,H663,L,WAFN7CAM-QCN9-VOS2-SOO4-6KQWTP9OGR2W
3064,3065,"Hnisavý zánět středního ucha, NS  ",H664,L,X1XD34E6-80O1-RQFB-T623-JDGCW14N2RLE
3065,3066,"Zánět středního ucha, NS   ",H669,L,TALK2GUF-R5CK-TEW6-Z9G2-7FPB1YJ2QBWF
3066,3067,Zánět středního ucha při bakteriálních nemocech zařazených,H670,LU,ZIJUG6X1-WZLK-HJDE-FEAK-S6X2HATWCBBY
3067,3068,Zánět středního ucha při virových nemocech zařazených,H671,,TGLNW27T-OS2E-EQAM-9V1D-NZQI03KWCA9P
3068,3069,Zánět středního ucha při jiných nemocech zařazených,H678,,3YYQCJ97-HERG-OD1P-M5L8-4W8ZXPOLGOSE
3069,3070,Zánět Eustachovy trubice    ,H680,,Z5EBFOEW-BTLP-JWHH-2X4H-H7DRGKIEVR7C
3070,3071,Obstrukce Eustachovy trubice    ,H681,,3KTFOH9W-34C3-EKGO-7J3J-W3PINPY9WV7V
3071,3072,Zející Eustachova trubice - tuba patens ,H690,L,53LQAHK6-G91W-ZGRI-YW3F-Z0AESROO1L1R
3072,3073,Jiná určená onemocnění Eustachovy trubice  ,H698,L,AOU9I68J-LFUH-TLFE-O60V-UDMBP4GO7I0S
3073,3074,"Onemocnění Eustachovy trubice, NS   ",H699,LU,0L80UF3N-HECR-SZIP-S451-PJY9IXAC4KVK
3074,3075,Akutní mastoiditis     ,H700,LU,ULQ3VW0O-DZQZ-HVB7-U4N3-AY4DA8592SER
3075,3076,Chronická mastoiditis     ,H701,L,BJODT7VL-QCUF-YHAH-W2L8-7Y26SQ5J9TAR
3076,3077,Zánět skalní kosti - petrositis  ,H702,,IC3AT0T8-TVLL-Y8KF-M3Q1-ZGK4P2I84NRB
3077,3078,Jiné mastoiditidy a příbuzné stavy  ,H708,,TWY8NUYU-CKKV-IGS9-ZI0L-XQ72VKDMZEPG
3078,3079,"Mastoiditis, NS     ",H709,,BJNJG8QN-G969-PQZW-WFN9-ZSL4HNHMD9S5
3079,3080, Cholesteatom středního ucha   ,H71,,J1MZJXNZ-YUBC-NLQI-NT3I-MG1VK9NSG8AL
